Stanhope Place,O14,0
Stanhope Gate,R17-S17,0
Stanford Street,W24,1
Stalbridge Street,N10,0
Stafford Street,U16,1
Stafford Place,U20-U21,1
Stable Yard Road,V18-V19,0
St. Peter's Church Vere Street,T13,1
St. Patrick's College,W13,1
St. Oswulf Street,X24-Y24,0
St. Michael's,R23,1
St. Matthew Street,W21-W22,1
St. Marylebone Parish Church,R10,0
St. Marylebone C.E. School,R12,0
St. Martin's Lane,Y15-Y16,2
St. Margaret Street,Y20,-1
St. Joseph Roman Catholic School,J8,2
St. John's Wood Synagogue,K5-L5,1
St. John's Wood Police Station,N6,1
St. John's Wood Library,M5,1
St. John's Hall Flats,N6,1
St. James's Street,U17-V18,1
St. James's Place,U17-V17,1
St. James's,R12,1
St. Gabriel's Primary School,U26,1
St. Ermin's Hill,W20,1
St. Clement Danes C of E Primary School,AA14,1
St. Christopher's Place,S13,1
St. Barnabas Street,R24-S25,1
St. Augustine's C. of E. School,G5,1
St. Augustine's C. of E. Primary School,G5-H5,1
St. Augustine's,G5,1
St. Anselm's Place,S14,1
St. Anne's Court,W13-W14,-1
St. Ann's Terrace,M4-M5,-1
St. Ann's Street,X21,-1
St. Ann's Lane,X21,0
St Vincent de Paul RC Primary School,U22-V22,2
St Stephens School,F12,0
St Stephen's Mews,F12,1
St Stephen's Gardens,F12-G12,1
St Stephen's Crescent,G12,1
St Stephen,G12,1
St Stephen,W22,1
St Saviour's Pimlico,W25,1
St Petersburgh Place,G15-H16,0
St Petersburgh Mews,H15,0
St Peter's Place,G9-H9,1
St Peter's C. of E. Primary School,F9,1
St Peter Elgin Avenue,F9,2
St Pauls United Reformed Church,G13-H13,1
St Paul's Community Church,N9,1
St Paul's - The Actor's Church,Z15,1
St Patrick's Soho Square,X13,1
St Michael's Mews,Q24,1
St Matthew's Westminster,X21,1
St Matthew's Church,X21,1
St Mathew's Church Bayswater,G15,1
St Mary's Terrace,K10-K11,-1
St Mary's Primary School,O11,-1
St Mary's Mansions,K10,-1
St Mary's,O11-P11,-1
St Mary Of The Angels RC Primary School,E12-F12,-1
St Mary of the Angels,F13,-1
St Mary Magdalene C of E primary school,H10,-2
St Mary Magdalene,H10,-2
St Mary le Strand,AB15,-1
St Martin's Street,X16,1
St Martin-in-the-Fields,Y16,0
St Luke's Road,D11-E12,1
St Luke's Primary School,D6,1
St Luke's Mews,D12,1
St Luke's,D5-D6,1
St Jude's Hall,B7,1
St John's Wood Terrace,M5-N4,1
St John's Wood Road Baptist Church,L8,2
St John's Wood Road,K9-N7,1
St John's Wood Park,L3,1
St John's Wood High Street,M5-N6,1
St John's Wood,N6,1
St John's Terrace,A8,1
St John's Parish Hall,N13,1
St John's Mews,E13,1
St John the Evangelist,A8,1
St James's Terrace Mews,O4-P4,1
St James's Street,X17,1
St James's Square,W17,1
St James's Market,W16-X16,1
St James's Close,O4-P4,1
St James's Church,V16-W16,1
St James Sussex Gardens,K14-L14,0
St George's Square Mews,W26,1
St George's Square,W25-W26,1
St George's Hanover Square Primary School,S16,1
St George's Hannover Square,U14-U15,1
St George's Drive,T24-V25,1
St George Street,U14-U15,1
St Gabriel's Halls,U26,1
St Gabriel's,U25,1
St Edward's RC Primary School,N10-O10,1
St Edmund's Terrace,O4-P3,1
St Edmund's Close,P3-P4,1
St Cyprian's,P9,1
St Clement's Passage,AB14,1
St Clement's Lane,AB14,2
St Clement Danes,AC14,1
St Barnabas Mews,R25-S25,1
St Barnabas C of E Primary,R24,1
St Barnabas,R24,1
St Annes Soho,X14-X15,0
St Alban's Street,W16-X16,1
Spur Road,V20,0
Springfield Road,I3-K3,0
Spring Street,K13-L14,-1
Spring Mews,P11-Q11,-1
Spring Gardens,Y17,-1
Spenser Street,V21-W21,1
Spencer Place,W22,1
Spanish Place,R12,0
Southwick Street,M12-M13,0
Southwick Place,M13-N13,0
Southwick Mews,M13,0
Southcott Mews,M5,0
Southampton Street,AA15-Z15,0
South Wharf Road,L12-M12,0
South Street,R16-S16,0
South Molton Street,S14-T14,0
South Molton Passage,S14,0
South Molton Lane,S14-T14,1
South Eaton Place,R23,0
South Carriage Drive,L19-R18,0
South Audley Street,R15-S17,0
South Audley Square,S17,0
Somers Crescent,M13,0
Soho Street,X13,0
Soho Square,W13-X13,0
Soho Safer Neighbourhood Team Office,W14,0
Soho Parish School,W15,0
Smith's Court,W15,0
Smith Square,Y22,0
Smallbrook Mews,K14,0
Slingsby Place,Y15,0
Skola International Community School,M12,0
Skinner Place,Q23,0
Sixth Avenue,A6-A8,0
Silver Place,W14,1
Siddons Lane,P10-P9,1
Shroton Street,N10,0
Shrewsbury Road,F12,0
Shrewsbury Mews,F12,0
Shouldham Street,O12,0
Shirland Road,D7-I10,0
Shirland Mews,E8,0
Shillibeer Place,O11,0
Shieldex Limited,M10-M11,0
Sherwood Street,W15,1
Sherlock Mews,Q11,0
Sheraton Street,W13,0
Shepherd's Place,R15,0
Shepherd Street,S17-T17,0
Shepherd Market,S17-T17,0
Shelton Street,Y14-Z13,1
Sheldon Square,J11-K12,1
Sheffield Street,AB13-AB14,1
Shavers Place,X15-X16,0
Shannon Place,N4-N5,-1
Shaftesbury Avenue,W16-Y14,0
SGI,V12,0
Seymour Street,O14-Q13,1
Seymour Place,O11-P14,1
Seymour Mews,R13,1
Sevington Street,G9,0
Severn Avenue,C6,0
Serpentine Walk,P19,0
Serpentine Road,M17-R18,0
Serpentine Bridge,L17-M17,0
Serle Street,AC13,0
Senior Street,H10-H11,0
Semley Place,R23-S24,0
Self-Realization Fellowship,Q10-Q11,0
Selby Square,C6,0
Sedley Place,S14,0
Second Avenue,C8,0
Seaforth Place,V21-W21,0
Scott's College,X13,1
Scott Ellis Gardens,K8-L7,2
Scotland Place,Y17-Z17,0
School of Economic Science,R13,0
Savoy Way,AA15-AA16,0
Savoy Street,AA15-AA16,0
Savoy Steps,AA15,0
Savoy Row,AA15,0
Savoy Place,AA16-Z16,0
Savoy Hill,AA15-AA16,0
Savoy Court,AA15,0
Savoy Buildings,AA15-AA16,0
Savile Row,U15-V16,0
Sardinia Street,AA13-AB13,0
Samford Street,M9,0
Saltram Crescent,D6-E8,0
Salisbury Street,M9-N10,0
Salisbury Place,P11,0
Salem Road,H14,1
Sale Place,M12-N12,0
Salahuddin Islamic Centr,M13,1
Saint Vincent Street,R12,1
Saint Saviour Warwick Avenue,I10,1
Saint Saviour Church of England school,I10-I9,1
Saint Paul's Knightsbridge,Q19,1
Saint Michael's Street,M13-N12,1
Saint Mary's Square,K11-L11,-1
Saint Martin's Place,Y16,1
Saint Martin's Lane,Y15,2
Saint Martin's Court,Y15,1
Saint Mark's Church,J6,1
Saint Margaret's Westminster,Y20,-1
Saint Margaret's Church,Y20,-1
Saint Margaret Street,Y20,-1
Saint Luke's Yard,C6,1
Saint James The Less,W24,1
Saint George's Fields,N14,1
Saint George's Catholic School,H5-H6,1
Saint Christina's School,O4,-1
Sacred Heart,X22,0
Sackville Street,V15-V16,0
Ryder's Terrace,J4,1
Ryder Yard,V17,1
Ryder Street,V17,1
Rutland Street,N20-N21,0
Rutland Mews East,N20,0
Rutland Mews,I3,0
Rutland Gate Mews,N20,0
Rutland Gate,N19-N20,0
Rutland Gardens Mews,N20,0
Rutland Gardens,N19-N20,0
Rutherford Street,W23-X22,0
Russell's Wharf,C9-D8,1
Russell Street,AA14-Z15,1
Russell Court,V18,1
Rupert Street,W15-X15,1
Rupert Court,X15,1
Rudolph Road,G5,1
Royalty Mews,X14,0
Royal Opera Arcade,X16-X17,0
Royal Hospital Road,Q25,1
Royal College of Organists,K20,1
Royal College of Obstetricians and Gynaecologists,O8,1
Royal College of Music,K20,1
Royal College of Art,K19,2
Royal College of Art,K19-K20,2
Royal Ballet School,Z14,1
Royal Arcade,U16,0
Royal Academy of Music,R10,1
Royal Academy,U16-V16,1
Rowley Way,J2,0
Rowington Close,H10,0
Rowan Walk,A8,-1
Rotten Row,L18-R19,0
Rossmore Road,N9-P9,0
Rossmore Hall Evangelical Church,N9,0
Rossetti Mews,L3-L4,0
Rose Street,Y15-Z15,-1
Rose and Crown Yard,V17,-1
Romney Street,Y22,1
Romilly Street,X14,0
Roman Catholic Parish of St. Charles Borromeo,V11,2
Rodmarton Street,Q11-Q12,0
Rochester Street,W22,0
Rochester Row,V23-W22,0
Robinsfield Infants School,M4,0
Roberts Mews,R21,1
Robert Street,Z16,1
Robert Hooke Science Centre,Y22,1
Robert Close,K9,1
Robert Adam Street,Q12-R12,2
Riverton Close,D8,0
Riding House Street,U12-V11,0
Richmond Terrace,Y19-Z19,0
Richmond Mews,W14,0
Richmond Buildings,W14,0
RHS Lindley Library,W22,1
Rex Place,R16,1
Rembrandt Close,Q24,0
Relton Mews,N20,0
Regents Mews,K5,0
Regent's University,Q8-R9,0
Regent's University,R9,0
Regent's Canal Towpath,L8-R3,0
Regent Street,A7-W16,0
Regent Place,V15,0
Regency Street,X22-X24,0
Regency Place,X22,0
Reeves Mews,R16,0
Rede Place,F14,0
Redan Place,H13-H14,0
Red Place,Q14,0
Red Lion Yard,S17,1
Ravenstone House School,N14,0
Rathbone Street,W12,0
Rathbone Place,W12-X13,0
Raphael Street,O19-O20,1
Ranston Street,N10,0
Ranelagh Road,V25-V26,0
Ranelagh Grove,R25-S24,0
Ranelagh Bridge,I11-I12,0
Randolph Road,J10-J9,1
Randolph Mews,J10-K9,1
Randolph Gardens,G5-H5,1
Randolph Crescent,J8-J9,1
Randolph Avenue,H5-K9,1
Rampayne Street,W25-X24,0
Ramillies Street,V13-V14,0
Ramillies Place,V13,0
Rainsford Street,M12-M13,0
Radnor Place,M13,0
Radnor Mews,M13-M14,0
Radha Krishna Temple,X13,-1
Radcliffe College,V13,0
Quintin Kynaston,K4-L3,1
Queensway,H12-I15,0
Queensborough Terrace,I14-I15,0
Queensborough Passage,I14,0
Queensborough Mews,I14,0
Queen's Walk,U17-V19,-1
Queen's Terrace,L4,-1
Queen's Park United Reformed Church,C8,-1
Queen's Park Primary School,C8,-1
Queen's Park Community Nursery,E7,-1
Queen's Park Community Hall,A7,-1
Queen's Mews,H14,-1
Queen's Grove Studios,L4,-1
Queen's Grove,L4-M3,-1
Queen's Gate Terrace,K21,-1
Queen's Gate,J19-K21,-1
Queen's Gardens,I14-J14,-1
Queen's Chapel of the Savoy,AA15,-1
Queen's Chapel,V18,-1
Queen Street,S17-T17,-1
Queen Anne's Gate,W20-X20,-2
Queen Anne Street,S12-T12,-2
Queen Anne Mews,T12,-2
Quebec Mews,P13,0
QEB,AC15,0
Providence Court,R14,0
Private Mews,Q15,0
Princes Street,U14,0
Princes Gate Mews,M21,0
Princes Gate,L19-N19,0
Princes Gardens,L20-M20,0
Princes Arcade,V16,-1
Prince's Square,G14,1
Prince's Mews,G14,1
Prince of Wales Gate,M19,1
Prince Consort Road,J20-L20,1
Prince Albert Road,N7-R3,2
Prince Albert Court,P4,2
Primrose Hill Bridge,P4,0
Premier Corner,D5,0
Praed Street,K13-M11,0
Praed Mews,L13-M13,0
Post Office,U12,0
Post Office,W16,0
Portugal Street,AB14-AC13,0
Portsmouth Street,AB13,0
Portsea Place,O13,0
Portsea Mews,O13,0
Portnall Road,D5-D9,0
Portman Towers,P12-Q13,0
Portman Street,Q13-Q14,0
Portman Square,Q13,0
Portman Mews South,Q14-R13,0
Portman Gate,N10-N9,0
Portman Close,Q12-Q13,0
Portland Place,T10-T12,0
Portland Mews,W14,0
Portland Gate,N19-N20,0
Portgate Close,D8,0
Porteus Road,K11,0
Porter Street,Q10,1
Porchester Terrace North,I12-I13,0
Porchester Terrace,I14-I15,0
Porchester Square,H12-I12,0
Porchester Road,H12-H13,0
Porchester Place,N13-O14,0
Porchester Gardens Mews,I14,0
Porchester Gardens,H14-I14,0
Poplar Place,H14-H15,0
Pont Street,Q21,0
Ponsonby Terrace,X25-Y25,0
Ponsonby Place,X24-Y25,0
Pollitt Drive,L8,0
Pollen Street,U14,0
Policeman's Walk,M17-O16,0
Poland Street,V13-W14,0
Poets' Corner,Y20,0
Plympton Street,N10-N9,0
Plympton Place,N9,0
Pitt's Head Mews,S17-S18,0
Pine Apple Court,V21,0
Pindock Mews,H9-I9,0
Pimlico School,V26-W25,0
Pimlico Road,Q25-S24,0
Pimlico Nursery,W24,0
Pimlico Library,V25,0
Picton Place,R13-S13,0
Pickering Place,V18,0
Pickering Mews,H13,0
Piccadilly Underpass,R19-S19,0
Piccadilly Place,V16,0
Piccadilly Line (disused),AB14,-1
Piccadilly Line (abandoned),AA13-AB14,-1
Piccadilly Circus,W16,0
Piccadilly Circus,W16,0
Piccadilly Arcade,V16-V17,-1
Piccadilly,S19-W16,0
Phipps Mews,T22,0
Petty France,V20-W20,-2
Peter Street,W14,1
Perry's Place,W13,1
Perkin's Rents,X21,0
Percy Passage,W12,1
Pentagram Yard,F13,0
Penfold Street,L9-M11,0
Penfold Place,M10-M11,0
Pembroke Close,R19,1
Pembridge Villas,F13,0
Pembridge Square,G15,0
Pearson Square,V11-V12,0
Peach Road,A6-A7,0
Peabody Estate,X26,0
Peabody Close,T26,0
Peabody Avenue,T25-T26,0
Paxton Terrace,T26,1
Paveley Street,N8-N9,0
Path to hotel entrance,Y23,0
Passmore St.,Q24-R24,0
Parry Road,C6-C7,1
Parliament Street,Y19-Y20,0
Parliament Square,Y19-Y20,0
Park West Place,N13-O13,0
Park Street,Q14-R16,0
Park St James,O4,1
Park Square West,S10-S9,0
Park Square Mews,S9,0
Park Square East,T9,0
Park Road,N7-P9,0
Park Place Villas,K10,0
Park Place,U17-V17,0
Park Mews,B6,0
Park Lane Subway,R18-S19,1
Park Lane,P14-S19,1
Park Crescent Mews West,S10,0
Park Crescent Mews East,T10,0
Park Crescent,S10-T9,0
Park Close,O19,0
park,K15,0
Parish Church of Saint Mary Saint Marylebone,N12,-1
Panton Street,X16,0
Palmer Street,W20-W21,1
Pall Mall East,X17-Y16,-1
Pall Mall,V18-X17,-1
Palgrave Gardens,O8-O9,0
Palace Street,U20-V21,0
Palace Place,U20-U21,0
Palace Court,G15-G16,0
Paint Pots Montessori School,H13,0
Page Street,X23-Y23,0
Paddington Street,Q11-R11,0
Paddington Station Car Park Exit,I12,0
Paddington Station Car Park,J12,0
Paddington Quay,M12,0
Paddington Library,H12,0
Paddington Green Primary School,K10,0
Paddington Green Police Station,L11-M11,0
Paddington Green,L11,0
Paddington Delivery Office,L12-L13,0
Paddington Childen's Library,H12,0
Paddington Academy,G9,0
Oxford Street,P14-X13,0
Oxford Square,N13,0
Oxford Road,G4-G5,0
Oxford Court,F10,0
Oxford Circus,U13,0
Oxendon Street,X15-X16,0
Outer Temple,AC14,0
Outer Circle,O5-T9,0
Our Lady Queen Of Heaven Catholic Church,H15,-2
Our Lady of the Rosary,N12-O12,0
Our Lady of The Assumption and Saint Gregory,V15,1
Our Lady of Sorrows,G10-G11,0
Our Lady and St Vincent's,E10,1
Ossington Street,G15-G16,0
Ossington Close,G15,0
Ossington Buildings,R11,0
Osbert Street,W24,0
Orsett Terrace,I12-J12,0
Orsett Mews,I12,0
Ormonde Terrace,P4,0
Ormonde Place,R24,0
Ormonde Court,P4,0
Ormond Yard,V16-W16,1
Orme Square,H15-H16,0
Orme Lane,H15,1
Orme Court Mews,H15,0
Orme Court,H15-H16,0
Ordnance Mews,M5,0
Ordnance Hill,L3-M5,0
Orchardson Street,L10-M9,0
Orchard Street,R13-R14,0
Orange Yard,X13,0
Orange Street,X16-Y16,0
Orange St Congregational Church,X16,0
Onslow Close,C6,0
One To One English,Z14,-2
Olympia Mews,H15-I15,-1
Oliphant Street,A7-B6,0
Oldbury Place,R10-R11,0
Old Queen Street,X20,-1
Old Quebec Street,P13-Q14,0
Old Pye Street,W21-X21,0
Old Park Lane,S18,1
Old Palace Yard,Y20-Y21,0
Old Marylebone Road,N12-O11,0
Old Manor Court,J4,1
Old Compton Street,W14-X14,0
Old Cavendish Street,T13,0
Old Burlington Street,U15-U16,0
Old Brewer's Yard,Z14,0
Old Bond Street,U16-V16,0
Old Barrack Yard,Q19,0
Ogle Street,V11,0
Odhams Walk,Z14,0
Octavia Mews,D8,-1
Oakington Road,F9-G9,0
Oak Tree Road,M7,0
Nutford Place,O12-O13,0
Nutbourne Street,A6-C6,0
Nugent Terrace,J6,0
Nuffield Lodge,F10,0
Nottingham Terrace,R10,0
Nottingham Street,R11,0
Nottingham Place,R10-R11,0
Nottingham Court,Z14,0
Notre-Dame de France,X15,-1
Northwick Terrace,K8-L9,0
Northwick Close,L8-L9,0
Northumberland Street,Y16-Z17,0
Northumberland Place,F12-F13,0
Northumberland Avenue,Y17-Z17,0
North Wharf Road,K11-L11,0
North West End Synagogue,H15,0
North Row,Q14-R14,0
North Ride,M15-M17,0
North Carriage Drive,M15-P15,0
North Bank,M7-N7,0
North Audley Street,R14-R15,0
Norris Street,W16-X16,1
Norfolk Square Mews,L13,0
Norfolk Square,L13-M13,0
Norfolk Road,M3-M4,0
Norfolk Place,L12-M13,0
Norfolk Crescent,N12-N13,0
Noel Street,V13-W13,1
Newton Road,G13-H13,1
Newport Place,X15,0
Newport Court,X15-Y15,0
Newman Street,V12-W13,0
Newman Passage,W12,0
Newcourt Street,N5-N6,0
Newcastle Place,L11-M11,0
Newburgh Street,V14,0
New Row,Y15-Z15,0
New Ride,L19-P18,0
New Quebec Street,P13-Q13,0
New Palace Yard,Y20-Z20,0
New London Synagogue,J5,0
New Inn Passage,AB14,0
New Court,AC14,0
New Cavendish Street,R12-V11,0
New Burlington Street,U15-V15,0
New Burlington Place,U15-V14,0
New Burlington Mews,V15,0
New Bond Street,T14-U16,0
Needham Road,F13,0
Neat House Place,U22-U23,0
Neal Street,Z14,1
Nassau Street,V11-V12,0
Mulready Street,M10-N9,0
Mr Clever's,R12,0
